group,path,round2_global_loss,final_global_loss,global_loss_before_unlearning,global_loss_after_unlearning,forget_client_loss_before_unlearning,forget_client_loss_after_unlearning,unlearning_time_sec,hessian_mode,retained_reference_set_size,last_hvp_l2_norm,actual_param_delta_l2_norm,unlearn_eta,unlearn_max_update_norm,unlearn_num_steps,unlearn_steps_attempted,unlearn_steps_accepted,unlearn_guard_stop_reason,unlearn_ref_loss_guard_ratio,unlearn_global_loss_guard_max,unlearn_update_sign_mode,unlearn_selected_update_sign,unlearn_direction_check_enabled,unlearn_best_probe_update_sign,unlearn_best_probe_direction_forget_delta,unlearn_best_probe_direction_global_loss_after,unlearn_forget_loss_guard_enabled,unlearn_forget_guard_sample_size,unlearn_forget_loss_min_gain,unlearn_forget_loss_tolerance,unlearn_forget_loss_before_guard,unlearn_forget_loss_limit,unlearn_forget_loss_after_last_accepted,unlearn_reference_loss_before_guard,unlearn_reference_loss_after_last_accepted,unlearn_global_loss_after_last_accepted,unlearn_applied_update_l2_norm_estimate,update_clipping_enabled,update_clip_applied,update_clip_coefficient,scaled_update_l2_norm_before_clipping,scaled_update_l2_norm_after_clipping
fedhds,fedhds/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777871818.0041296/final_results.json,1.6085385605692863,1.542349237948656,,,,,,,,,,1.0,0.0,1,,,,0.0,0.0,positive,,,,,,,,0.0,0.0,,,,,,,,,,,,
fl,fl/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777870976.1776934/final_results.json,1.5926177017390728,1.528908472508192,,,,,,,,,,1.0,0.0,1,,,,0.0,0.0,positive,,,,,,,,0.0,0.0,,,,,,,,,,,,
forget_batch_hessian,forget_batch_hessian/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777872792.6075518/final_results.json,1.6085385605692863,2.004023998975754,1.542349237948656,2.004023998975754,2.4377035715822446,2.8058527883836777,1.4899356365203857,forget-batch,0,2097.5439574144766,1.101992860192429,0.01,0.0,1,1,1,completed,0.0,0.0,positive,positive,False,,,,False,0,0.0,0.0,,,,,,,1.1019929206382675,False,False,1.0,1.1019929206382675,1.1019929206382675
retained_auto_direction_guard05,retained_auto_direction_guard05/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777873846.0537584/final_results.json,1.6085385605692863,1.586153607815504,1.542349237948656,1.586153607815504,2.4377035715822446,2.760123795169895,283.1292722225189,retained-set,19,287.9007574656101,0.14825627245153178,0.01,0.3,5,5,5,completed,0.0,1.592349,auto,negative,True,negative,1.1020275115966798,1.5858563780784607,False,8,0.0,0.0,,,,,,1.586153607815504,0.14825627515573073,True,False,1.0,0.14825627515573073,0.14825627515573073
retained_auto_forget_guard_tol005_guard10,retained_auto_forget_guard_tol005_guard10/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777876550.3818336/final_results.json,1.6085385605692863,1.586153607815504,1.542349237948656,1.586153607815504,2.4377035715822446,2.760123795169895,286.24970149993896,retained-set,19,287.9007574656101,0.14825627245153178,0.01,0.3,5,5,5,completed,0.0,1.642349,auto,negative,True,negative,1.1020275115966798,1.5858563780784607,True,8,0.0,0.005,1.8525259733200072,1.8475259733200073,2.951180911064148,,,1.586153607815504,0.14825627515573073,True,False,1.0,0.14825627515573073,0.14825627515573073
retained_auto_forget_guard_tol0_guard05,retained_auto_forget_guard_tol0_guard05/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777875205.6163065/final_results.json,1.6085385605692863,1.586153607815504,1.542349237948656,1.586153607815504,2.4377035715822446,2.760123795169895,281.327269077301,retained-set,19,287.9007574656101,0.14825627245153178,0.01,0.3,5,5,5,completed,0.0,1.592349,auto,negative,True,negative,1.1020275115966798,1.5858563780784607,True,8,0.0,0.0,1.8525259733200072,1.8525259733200072,2.951180911064148,,,1.586153607815504,0.14825627515573073,True,False,1.0,0.14825627515573073,0.14825627515573073
retained_negative_norm005_guard05,retained_negative_norm005_guard05/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777877901.5766745/final_results.json,1.6085385605692863,1.555402122437954,1.542349237948656,1.555402122437954,2.4377035715822446,2.502952146378614,202.76949787139893,retained-set,19,287.9007574656101,0.04999999969768812,0.01,0.05,5,5,5,completed,0.0,1.592349,negative,negative,False,,,,True,8,0.0,0.0,1.8525259733200072,1.8525259733200072,2.067182111740112,,,1.555402122437954,0.05,True,True,0.33725385281317244,0.14825627515573073,0.05
retained_negative_norm010_guard10,retained_negative_norm010_guard10/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777879166.6817927/final_results.json,1.6085385605692863,1.5700811557471752,1.542349237948656,1.5700811557471752,2.4377035715822446,2.6146868426921004,206.28346514701843,retained-set,19,287.9007574656101,0.09999999907919163,0.01,0.1,5,5,5,completed,0.0,1.642349,negative,negative,False,,,,True,8,0.0,0.0,1.8525259733200072,1.8525259733200072,2.474268674850464,,,1.5700811557471752,0.1,True,True,0.6745077056263449,0.14825627515573073,0.1
retained_negative_norm015_guard10,retained_negative_norm015_guard10/exp/adam/dolly-iid0/zeroshot7/_root_autodl-tmp_models_Qwen2-0.5B-ms/0.0002/step2/seed42/1777880461.9366064/final_results.json,1.6085385605692863,1.586153607815504,1.542349237948656,1.586153607815504,2.4377035715822446,2.760123795169895,201.3509876728058,retained-set,19,287.9007574656101,0.14825627245153178,0.01,0.15,5,5,5,completed,0.0,1.642349,negative,negative,False,,,,True,8,0.0,0.0,1.8525259733200072,1.8525259733200072,2.951180911064148,,,1.586153607815504,0.14825627515573073,True,False,1.0,0.14825627515573073,0.14825627515573073
